0.00015385,6.2842e-10
0.00030769,2.6325e-08
0.00046154,1.8187e-07
0.00061538,6.4019e-07
0.00076923,1.593e-06
0.00092308,3.2177e-06
0.0010769,5.6616e-06
0.0012308,9.0379e-06
0.0013846,1.3427e-05
0.0015385,1.8878e-05
0.0016923,2.5417e-05
0.0018462,3.3048e-05
0.002,4.1759e-05
0.0021538,5.1525e-05
0.0023077,6.2309e-05
0.0024615,7.407e-05
0.0026154,8.6759e-05
0.0027692,0.00010032
0.0029231,0.00011471
0.0030769,0.00012987
0.0032308,0.00014573
0.0033846,0.00016225
0.0035385,0.00017937
0.0036923,0.00019704
0.0038462,0.00021521
0.004,0.00023383
0.0041538,0.00025284
0.0043077,0.00027221
0.0044615,0.00029189
0.0046154,0.00031184
0.0047692,0.00033203
0.0049231,0.0003524
0.0050769,0.00037294
0.0052308,0.0003936
0.0053846,0.00041436
0.0055385,0.00043518
0.0056923,0.00045604
0.0058462,0.00047692
0.006,0.00049779
0.0061538,0.00051863
0.0063077,0.00053941
0.0064615,0.00056013
0.0066154,0.00058076
0.0067692,0.00060128
0.0069231,0.00062168
0.0070769,0.00064195
0.0072308,0.00066207
0.0073846,0.00068203
0.0075385,0.00070182
0.0076923,0.00072143
0.0078462,0.00074086
0.008,0.00076008
0.0081538,0.0007791
0.0083077,0.00079791
0.0084615,0.00081651
0.0086154,0.00083488
0.0087692,0.00085302
0.0089231,0.00087093
0.0090769,0.0008886
0.0092308,0.00090603
0.0093846,0.00092322
0.0095385,0.00094017
0.0096923,0.00095686
0.0098462,0.00097331
0.01,0.00098951
0.010154,0.0010055
0.010308,0.0010212
0.010462,0.0010366
0.010615,0.0010518
0.010769,0.0010667
0.010923,0.0010814
0.011077,0.0010958
0.011231,0.00111
0.011385,0.001124
0.011538,0.0011376
0.011692,0.0011511
0.011846,0.0011643
0.012,0.0011772
0.012154,0.0011899
0.012308,0.0012024
0.012462,0.0012146
0.012615,0.0012266
0.012769,0.0012383
0.012923,0.0012498
0.013077,0.0012611
0.013231,0.0012721
0.013385,0.0012829
0.013538,0.0012935
0.013692,0.0013039
0.013846,0.0013141
0.014,0.001324
0.014154,0.0013337
0.014308,0.0013432
0.014462,0.0013525
0.014615,0.0013616
0.014769,0.0013704
0.014923,0.0013791
0.015077,0.0013876
0.015231,0.0013958
0.015385,0.0014039
0.015538,0.0014118
0.015692,0.0014195
0.015846,0.001427
0.016,0.0014343
0.016154,0.0014414
0.016308,0.0014484
0.016462,0.0014552
0.016615,0.0014618
0.016769,0.0014682
0.016923,0.0014745
0.017077,0.0014805
0.017231,0.0014865
0.017385,0.0014922
0.017538,0.0014978
0.017692,0.0015033
0.017846,0.0015085
0.018,0.0015137
0.018154,0.0015186
0.018308,0.0015235
0.018462,0.0015282
0.018615,0.0015327
0.018769,0.0015371
0.018923,0.0015413
0.019077,0.0015455
0.019231,0.0015494
0.019385,0.0015533
0.019538,0.001557
0.019692,0.0015606
0.019846,0.001564
0.02,0.0015674
0.020154,0.0015706
0.020308,0.0015737
0.020462,0.0015766
0.020615,0.0015795
0.020769,0.0015822
0.020923,0.0015848
0.021077,0.0015874
0.021231,0.0015898
0.021385,0.001592
0.021538,0.0015942
0.021692,0.0015963
0.021846,0.0015983
0.022,0.0016002
0.022154,0.001602
0.022308,0.0016036
0.022462,0.0016052
0.022615,0.0016067
0.022769,0.0016081
0.022923,0.0016094
0.023077,0.0016106
0.023231,0.0016118
0.023385,0.0016128
0.023538,0.0016138
0.023692,0.0016146
0.023846,0.0016154
0.024,0.0016161
0.024154,0.0016168
0.024308,0.0016173
0.024462,0.0016178
0.024615,0.0016182
0.024769,0.0016185
0.024923,0.0016188
0.025077,0.001619
0.025231,0.0016191
0.025385,0.0016192
0.025538,0.0016191
0.025692,0.001619
0.025846,0.0016189
0.026,0.0016187
0.026154,0.0016184
0.026308,0.0016181
0.026462,0.0016177
0.026615,0.0016172
0.026769,0.0016167
0.026923,0.0016161
0.027077,0.0016155
0.027231,0.0016148
0.027385,0.0016141
0.027538,0.0016133
0.027692,0.0016124
0.027846,0.0016115
0.028,0.0016106
0.028154,0.0016096
0.028308,0.0016086
0.028462,0.0016075
0.028615,0.0016063
0.028769,0.0016051
0.028923,0.0016039
0.029077,0.0016026
0.029231,0.0016013
0.029385,0.0016
0.029538,0.0015986
0.029692,0.0015971
0.029846,0.0015957
0.03,0.0015942
0.030154,0.0015926
0.030308,0.001591
0.030462,0.0015894
0.030615,0.0015877
0.030769,0.001586
0.030923,0.0015843
0.031077,0.0015825
0.031231,0.0015807
0.031385,0.0015789
0.031538,0.001577
0.031692,0.0015751
0.031846,0.0015732
0.032,0.0015713
0.032154,0.0015693
0.032308,0.0015673
0.032462,0.0015652
0.032615,0.0015631
0.032769,0.0015611
0.032923,0.0015589
0.033077,0.0015568
0.033231,0.0015546
0.033385,0.0015524
0.033538,0.0015502
0.033692,0.001548
0.033846,0.0015457
0.034,0.0015434
0.034154,0.0015411
0.034308,0.0015388
0.034462,0.0015364
0.034615,0.001534
0.034769,0.0015316
0.034923,0.0015292
0.035077,0.0015268
0.035231,0.0015243
0.035385,0.0015219
0.035538,0.0015194
0.035692,0.0015169
0.035846,0.0015144
0.036,0.0015118
0.036154,0.0015093
0.036308,0.0015067
0.036462,0.0015041
0.036615,0.0015015
0.036769,0.0014989
0.036923,0.0014963
0.037077,0.0014936
0.037231,0.001491
0.037385,0.0014883
0.037538,0.0014856
0.037692,0.0014829
0.037846,0.0014802
0.038,0.0014775
0.038154,0.0014748
0.038308,0.001472
0.038462,0.0014693
0.038615,0.0014665
0.038769,0.0014638
0.038923,0.001461
0.039077,0.0014582
0.039231,0.0014554
